movieId,title,genres,genres_clean,content_features,sentiment_score,sentiment_label
4349,Catch-22 (1970),Comedy|War,Comedy War,Catch-22 (1970) Comedy War,0.0,neutral
4350,Forgotten Silver (1996),Comedy|Documentary,Comedy Documentary,Forgotten Silver (1996) Comedy Documentary,-0.2263,negative
4351,Point Break (1991),Action|Crime|Thriller,Action Crime Thriller,Point Break (1991) Action Crime Thriller,0.0,neutral
4353,Uncommon Valor (1983),Action|War,Action War,Uncommon Valor (1983) Action War,0.0,neutral
4354,Unlawful Entry (1992),Crime|Thriller,Crime Thriller,Unlawful Entry (1992) Crime Thriller,0.0,neutral
4355,Youngblood (1986),Action|Drama,Action Drama,Youngblood (1986) Action Drama,0.0,neutral
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,Comedy Musical Romance,Gentlemen Prefer Blondes (1953) Comedy Musical Romance,0.0,neutral
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,Comedy Drama Romance,How to Marry a Millionaire (1953) Comedy Drama Romance,0.0,neutral
4359,"Seven Year Itch, The (1955)",Comedy,Comedy,"Seven Year Itch, The (1955) Comedy",0.0,neutral
4361,Tootsie (1982),Comedy|Romance,Comedy Romance,Tootsie (1982) Comedy Romance,0.0,neutral
4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy,Adventure Animation Children Fantasy,Atlantis: The Lost Empire (2001) Adventure Animation Children Fantasy,-0.3182,negative
4367,Lara Croft: Tomb Raider (2001),Action|Adventure,Action Adventure,Lara Croft: Tomb Raider (2001) Action Adventure,0.0,neutral
4368,Dr. Dolittle 2 (2001),Comedy,Comedy,Dr. Dolittle 2 (2001) Comedy,0.0,neutral
4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller,Action Crime Thriller,"Fast and the Furious, The (2001) Action Crime Thriller",-0.5719,negative
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi,Adventure Drama Sci-Fi,A.I. Artificial Intelligence (2001) Adventure Drama Sci-Fi,0.4767,positive
4371,Baby Boy (2001),Crime|Drama,Crime Drama,Baby Boy (2001) Crime Drama,0.0,neutral
4372,Crazy/Beautiful (2001),Drama|Romance,Drama Romance,Crazy/Beautiful (2001) Drama Romance,0.0,neutral
4373,Pootie Tang (2001),Comedy,Comedy,Pootie Tang (2001) Comedy,0.0,neutral
4374,Let It Snow (1999),Comedy|Romance,Comedy Romance,Let It Snow (1999) Comedy Romance,0.0,neutral
4378,Sexy Beast (2000),Crime|Drama,Crime Drama,Sexy Beast (2000) Crime Drama,0.5267,positive
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance,Drama Romance,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000) Drama Romance",-0.5994,negative
4381,"Closet, The (Placard, Le) (2001)",Comedy,Comedy,"Closet, The (Placard, Le) (2001) Comedy",0.0,neutral
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller,Crime Drama Mystery Thriller,"Crimson Rivers, The (Rivières pourpres, Les) (2000) Crime Drama Mystery Thriller",0.0,neutral
4384,Lumumba (2000),Drama,Drama,Lumumba (2000) Drama,0.0,neutral
4386,Cats & Dogs (2001),Children|Comedy,Children Comedy,Cats & Dogs (2001) Children Comedy,0.0,neutral
4387,Kiss of the Dragon (2001),Action,Action,Kiss of the Dragon (2001) Action,0.4215,positive
4388,Scary Movie 2 (2001),Comedy,Comedy,Scary Movie 2 (2001) Comedy,-0.4939,negative
4389,Lost and Delirious (2001),Drama,Drama,Lost and Delirious (2001) Drama,-0.3182,negative
4390,Rape Me (Baise-moi) (2000),Crime|Drama|Thriller,Crime Drama Thriller,Rape Me (Baise-moi) (2000) Crime Drama Thriller,-0.6908,negative
4392,Alice (1990),Comedy|Drama|Fantasy|Romance,Comedy Drama Fantasy Romance,Alice (1990) Comedy Drama Fantasy Romance,0.0,neutral
4393,Another Woman (1988),Drama,Drama,Another Woman (1988) Drama,0.0,neutral
4394,Beach Blanket Bingo (1965),Comedy|Musical,Comedy Musical,Beach Blanket Bingo (1965) Comedy Musical,0.0,neutral
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,Comedy Crime,Big Deal on Madonna Street (I Soliti Ignoti) (1958) Comedy Crime,0.0,neutral
4396,"Cannonball Run, The (1981)",Action|Comedy,Action Comedy,"Cannonball Run, The (1981) Action Comedy",0.0,neutral
4397,Cannonball Run II (1984),Action|Comedy,Action Comedy,Cannonball Run II (1984) Action Comedy,0.0,neutral
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,Comedy Drama,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964) Comedy Drama",0.0,neutral
4402,Dr. Goldfoot and the Bikini Machine (1965),Comedy,Comedy,Dr. Goldfoot and the Bikini Machine (1965) Comedy,0.0,neutral
4403,"Fall of the House of Usher, The (House of Usher) (1960)",Horror,Horror,"Fall of the House of Usher, The (House of Usher) (1960) Horror",0.0,neutral
4404,Faust (1926),Drama|Fantasy|Horror,Drama Fantasy Horror,Faust (1926) Drama Fantasy Horror,0.0,neutral
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,Crime Drama Western,"Man Who Shot Liberty Valance, The (1962) Crime Drama Western",0.5267,positive
4407,Salvador (1986),Drama|Thriller|War,Drama Thriller War,Salvador (1986) Drama Thriller War,0.0,neutral
4408,September (1987),Drama,Drama,September (1987) Drama,0.0,neutral
4409,Shadows and Fog (1991),Comedy|Drama|Mystery|Thriller,Comedy Drama Mystery Thriller,Shadows and Fog (1991) Comedy Drama Mystery Thriller,0.0,neutral
4410,Something Wild (1986),Comedy|Crime|Drama,Comedy Crime Drama,Something Wild (1986) Comedy Crime Drama,0.0,neutral
4412,"Thing with Two Heads, The (1972)",Comedy|Horror|Sci-Fi,Comedy Horror Sci-Fi,"Thing with Two Heads, The (1972) Comedy Horror Sci-Fi",0.0,neutral
4419,All That Heaven Allows (1955),Drama|Romance,Drama Romance,All That Heaven Allows (1955) Drama Romance,0.5106,positive
4420,"Barefoot Contessa, The (1954)",Drama,Drama,"Barefoot Contessa, The (1954) Drama",0.0,neutral
4422,Cries and Whispers (Viskningar och rop) (1972),Drama,Drama,Cries and Whispers (Viskningar och rop) (1972) Drama,-0.4019,negative
4424,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,Drama,"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970) Drama",0.0,neutral
4426,Kiss Me Deadly (1955),Film-Noir,Film-Noir,Kiss Me Deadly (1955) Film-Noir,0.4215,positive
4427,"Lion in Winter, The (1968)",Drama,Drama,"Lion in Winter, The (1968) Drama",0.0,neutral
4428,"Misfits, The (1961)",Comedy|Drama|Romance|Western,Comedy Drama Romance Western,"Misfits, The (1961) Comedy Drama Romance Western",0.0,neutral
4429,Moby Dick (1956),Drama,Drama,Moby Dick (1956) Drama,-0.5106,negative
4432,Sweet Smell of Success (1957),Drama|Film-Noir,Drama Film-Noir,Sweet Smell of Success (1957) Drama Film-Noir,0.7717,positive
4433,Written on the Wind (1956),Drama,Drama,Written on the Wind (1956) Drama,0.0,neutral
4434,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller,Action Comedy Sci-Fi Thriller,"10th Victim, The (La decima vittima) (1965) Action Comedy Sci-Fi Thriller",-0.2732,negative
4436,Obsession (1976),Mystery|Thriller,Mystery Thriller,Obsession (1976) Mystery Thriller,-0.34,negative
4437,Suspiria (1977),Horror,Horror,Suspiria (1977) Horror,0.0,neutral
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)",Action|Drama|Romance|Thriller,Action Drama Romance Thriller,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972) Action Drama Romance Thriller",-0.5719,negative
4439,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),Drama,Drama,Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981) Drama,0.4939,positive
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",Action|Thriller,Action Thriller,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971) Action Thriller",-0.5719,negative
4441,Game of Death (1978),Action,Action,Game of Death (1978) Action,-0.5994,negative
4442,"Last Dragon, The (1985)",Action|Comedy|Drama,Action Comedy Drama,"Last Dragon, The (1985) Action Comedy Drama",0.0,neutral
4443,Outland (1981),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,Outland (1981) Action Sci-Fi Thriller,0.0,neutral
4444,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)",Action|Crime,Action Crime,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972) Action Crime",0.0,neutral
4445,T-Rex: Back to the Cretaceous (1998),Adventure|Documentary|IMAX,Adventure Documentary IMAX,T-Rex: Back to the Cretaceous (1998) Adventure Documentary IMAX,0.0,neutral
4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi,Adventure Animation Fantasy Sci-Fi,Final Fantasy: The Spirits Within (2001) Adventure Animation Fantasy Sci-Fi,0.0,neutral
4447,Legally Blonde (2001),Comedy|Romance,Comedy Romance,Legally Blonde (2001) Comedy Romance,0.1027,positive
4448,"Score, The (2001)",Action|Drama,Action Drama,"Score, The (2001) Action Drama",0.0,neutral
4449,Adanggaman (2000),Drama,Drama,Adanggaman (2000) Drama,0.0,neutral
4450,Bully (2001),Crime|Drama|Thriller,Crime Drama Thriller,Bully (2001) Crime Drama Thriller,-0.4939,negative
4451,Jump Tomorrow (2001),Comedy|Drama|Romance,Comedy Drama Romance,Jump Tomorrow (2001) Comedy Drama Romance,0.0,neutral
4452,Made (2001),Comedy,Comedy,Made (2001) Comedy,0.0,neutral
4453,Michael Jordan to the Max (2000),Documentary|IMAX,Documentary IMAX,Michael Jordan to the Max (2000) Documentary IMAX,0.0,neutral
4454,More (1998),Animation|Drama|Sci-Fi|IMAX,Animation Drama Sci-Fi IMAX,More (1998) Animation Drama Sci-Fi IMAX,0.0,neutral
4458,Africa: The Serengeti (1994),Documentary|IMAX,Documentary IMAX,Africa: The Serengeti (1994) Documentary IMAX,0.0,neutral
4459,Alaska: Spirit of the Wild (1997),Documentary|IMAX,Documentary IMAX,Alaska: Spirit of the Wild (1997) Documentary IMAX,0.1779,positive
4462,18 Again! (1988),Comedy|Fantasy,Comedy Fantasy,18 Again! (1988) Comedy Fantasy,0.0,neutral
4463,1969 (1988),Drama|War,Drama War,1969 (1988) Drama War,0.0,neutral
4464,"Accidental Tourist, The (1988)",Comedy|Drama|Romance,Comedy Drama Romance,"Accidental Tourist, The (1988) Comedy Drama Romance",-0.0772,negative
4465,"Accused, The (1988)",Drama,Drama,"Accused, The (1988) Drama",-0.296,negative
4466,Above the Law (1988),Action|Crime|Drama,Action Crime Drama,Above the Law (1988) Action Crime Drama,0.0,neutral
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy,Adventure Comedy Fantasy,"Adventures of Baron Munchausen, The (1988) Adventure Comedy Fantasy",0.34,positive
4470,Ariel (1988),Drama,Drama,Ariel (1988) Drama,0.0,neutral
4471,Arthur 2: On the Rocks (1988),Comedy|Romance,Comedy Romance,Arthur 2: On the Rocks (1988) Comedy Romance,0.0,neutral
4473,Bat*21 (1988),Drama|War,Drama War,Bat*21 (1988) Drama War,0.0,neutral
4474,Beaches (1988),Comedy|Drama|Musical,Comedy Drama Musical,Beaches (1988) Comedy Drama Musical,0.0,neutral
4475,"Beast of War, The (Beast, The) (1988)",Drama|War,Drama War,"Beast of War, The (Beast, The) (1988) Drama War",-0.5994,negative
4476,Big Business (1988),Comedy,Comedy,Big Business (1988) Comedy,0.0,neutral
4477,Big Top Pee-Wee (1988),Adventure|Children|Comedy,Adventure Children Comedy,Big Top Pee-Wee (1988) Adventure Children Comedy,0.2023,positive
4478,Biloxi Blues (1988),Comedy|Drama,Comedy Drama,Biloxi Blues (1988) Comedy Drama,0.0,neutral
4480,"Blob, The (1988)",Horror|Sci-Fi,Horror Sci-Fi,"Blob, The (1988) Horror Sci-Fi",0.0,neutral
4482,"Bright Lights, Big City (1988)",Drama,Drama,"Bright Lights, Big City (1988) Drama",0.4404,positive
4483,Caddyshack II (1988),Comedy,Comedy,Caddyshack II (1988) Comedy,0.0,neutral
4484,Camille Claudel (1988),Drama,Drama,Camille Claudel (1988) Drama,0.0,neutral
4487,Cocktail (1988),Drama|Romance,Drama Romance,Cocktail (1988) Drama Romance,0.0,neutral
4488,Colors (1988),Action|Crime|Drama,Action Crime Drama,Colors (1988) Action Crime Drama,0.0,neutral
4489,Coming to America (1988),Comedy|Romance,Comedy Romance,Coming to America (1988) Comedy Romance,0.0,neutral
4490,"Couch Trip, The (1988)",Comedy,Comedy,"Couch Trip, The (1988) Comedy",0.0,neutral
4492,Critters (1986),Comedy|Sci-Fi,Comedy Sci-Fi,Critters (1986) Comedy Sci-Fi,0.0,neutral
4495,Crossing Delancey (1988),Comedy|Romance,Comedy Romance,Crossing Delancey (1988) Comedy Romance,0.0,neutral
4496,D.O.A. (1988),Film-Noir|Mystery|Thriller,Film-Noir Mystery Thriller,D.O.A. (1988) Film-Noir Mystery Thriller,0.0,neutral
4497,Dead Heat (1988),Action|Comedy|Horror|Sci-Fi,Action Comedy Horror Sci-Fi,Dead Heat (1988) Action Comedy Horror Sci-Fi,-0.6486,negative
4498,"Dead Pool, The (1988)",Action|Crime|Thriller,Action Crime Thriller,"Dead Pool, The (1988) Action Crime Thriller",-0.6486,negative
4499,Dirty Rotten Scoundrels (1988),Comedy,Comedy,Dirty Rotten Scoundrels (1988) Comedy,-0.7351,negative
4500,Drowning by Numbers (1988),Comedy|Drama,Comedy Drama,Drowning by Numbers (1988) Comedy Drama,0.0,neutral
4502,Ernest Saves Christmas (1988),Children|Comedy,Children Comedy,Ernest Saves Christmas (1988) Children Comedy,0.0,neutral
4504,Feds (1988),Comedy,Comedy,Feds (1988) Comedy,0.0,neutral
4505,For Keeps (1988),Drama|Romance,Drama Romance,For Keeps (1988) Drama Romance,0.0,neutral
4506,Frantic (1988),Crime|Mystery|Thriller,Crime Mystery Thriller,Frantic (1988) Crime Mystery Thriller,-0.4404,negative
4508,Gorillas in the Mist (1988),Drama,Drama,Gorillas in the Mist (1988) Drama,0.0,neutral
4509,"Great Outdoors, The (1988)",Comedy,Comedy,"Great Outdoors, The (1988) Comedy",0.6249,positive
4511,High Spirits (1988),Comedy,Comedy,High Spirits (1988) Comedy,0.0,neutral
4516,Johnny Be Good (1988),Comedy,Comedy,Johnny Be Good (1988) Comedy,0.4404,positive
4517,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),Horror|Mystery|Thriller,Horror Mystery Thriller,Lady in White (a.k.a. The Mystery of the Lady in White) (1988) Horror Mystery Thriller,0.0,neutral
4518,The Lair of the White Worm (1988),Comedy|Horror,Comedy Horror,The Lair of the White Worm (1988) Comedy Horror,0.0,neutral
4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy,Adventure Animation Children Fantasy,"Land Before Time, The (1988) Adventure Animation Children Fantasy",0.0,neutral
4520,License to Drive (1988),Comedy,Comedy,License to Drive (1988) Comedy,0.0,neutral
4521,Little Nikita (1988),Drama,Drama,Little Nikita (1988) Drama,0.0,neutral
4522,Masquerade (1988),Mystery|Romance|Thriller,Mystery Romance Thriller,Masquerade (1988) Mystery Romance Thriller,0.0,neutral
4523,Milagro Beanfield War (1988),Comedy|Drama|Fantasy,Comedy Drama Fantasy,Milagro Beanfield War (1988) Comedy Drama Fantasy,-0.5994,negative
4524,Moon Over Parador (1988),Comedy,Comedy,Moon Over Parador (1988) Comedy,0.0,neutral
4526,My Stepmother Is an Alien (1988),Comedy|Romance|Sci-Fi,Comedy Romance Sci-Fi,My Stepmother Is an Alien (1988) Comedy Romance Sci-Fi,0.0,neutral
4527,"Night in the Life of Jimmy Reardon, A (1988)",Comedy|Romance,Comedy Romance,"Night in the Life of Jimmy Reardon, A (1988) Comedy Romance",0.0,neutral
4529,Bagdad Cafe (Out of Rosenheim) (1987),Comedy|Drama,Comedy Drama,Bagdad Cafe (Out of Rosenheim) (1987) Comedy Drama,0.0,neutral
4531,Red Heat (1988),Action,Action,Red Heat (1988) Action,0.0,neutral
4533,"Return of the Living Dead, The (1985)",Comedy|Horror|Sci-Fi,Comedy Horror Sci-Fi,"Return of the Living Dead, The (1985) Comedy Horror Sci-Fi",-0.6486,negative
4534,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),Adventure|Drama|Western,Adventure Drama Western,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988) Adventure Drama Western,0.0,neutral
4535,"Man from Snowy River, The (1982)",Drama|Romance|Western,Drama Romance Western,"Man from Snowy River, The (1982) Drama Romance Western",0.0,neutral
4537,Running on Empty (1988),Drama,Drama,Running on Empty (1988) Drama,-0.2023,negative
4541,"Serpent and the Rainbow, The (1988)",Horror,Horror,"Serpent and the Rainbow, The (1988) Horror",0.0,neutral
4544,Short Circuit 2 (1988),Comedy|Sci-Fi,Comedy Sci-Fi,Short Circuit 2 (1988) Comedy Sci-Fi,0.0,neutral
4545,Short Circuit (1986),Comedy|Sci-Fi,Comedy Sci-Fi,Short Circuit (1986) Comedy Sci-Fi,0.0,neutral
4546,"Vanishing, The (Spoorloos) (1988)",Drama|Thriller,Drama Thriller,"Vanishing, The (Spoorloos) (1988) Drama Thriller",0.0,neutral
4552,"Tetsuo, the Ironman (Tetsuo) (1988)",Action|Horror|Sci-Fi|Thriller,Action Horror Sci-Fi Thriller,"Tetsuo, the Ironman (Tetsuo) (1988) Action Horror Sci-Fi Thriller",0.0,neutral
4553,They Live (1988),Action|Sci-Fi|Thriller,Action Sci-Fi Thriller,They Live (1988) Action Sci-Fi Thriller,0.0,neutral
4557,Tucker: The Man and His Dream (1988),Drama,Drama,Tucker: The Man and His Dream (1988) Drama,0.25,positive
4558,Twins (1988),Comedy,Comedy,Twins (1988) Comedy,0.0,neutral
4562,Without a Clue (1988),Comedy|Mystery,Comedy Mystery,Without a Clue (1988) Comedy Mystery,0.0,neutral
4563,Young Einstein (1988),Comedy,Comedy,Young Einstein (1988) Comedy,0.0,neutral
4564,Always (1989),Drama|Fantasy|Romance,Drama Fantasy Romance,Always (1989) Drama Fantasy Romance,0.0,neutral
4565,American Ninja (1985),Action|Adventure,Action Adventure,American Ninja (1985) Action Adventure,0.0,neutral
4568,Best of the Best (1989),Action,Action,Best of the Best (1989) Action,0.8555,positive
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,Adventure Comedy Sci-Fi,Bill & Ted's Excellent Adventure (1989) Adventure Comedy Sci-Fi,0.7184,positive
4572,Black Rain (1989),Action|Crime|Drama,Action Crime Drama,Black Rain (1989) Action Crime Drama,0.0,neutral
4573,Blaze (1989),Comedy|Drama,Comedy Drama,Blaze (1989) Comedy Drama,0.0,neutral
4574,Blind Fury (1989),Action|Thriller,Action Thriller,Blind Fury (1989) Action Thriller,-0.7506,negative
4577,Casualties of War (1989),Drama|War,Drama War,Casualties of War (1989) Drama War,-0.5994,negative
4578,Chances Are (1989),Comedy|Romance,Comedy Romance,Chances Are (1989) Comedy Romance,0.2023,positive
4580,Cyborg (1989),Action|Sci-Fi,Action Sci-Fi,Cyborg (1989) Action Sci-Fi,0.0,neutral
4581,Dad (1989),Drama,Drama,Dad (1989) Drama,0.0,neutral
4583,Disorganized Crime (1989),Action|Comedy,Action Comedy,Disorganized Crime (1989) Action Comedy,-0.6908,negative
4584,Dream a Little Dream (1989),Comedy|Drama|Romance,Comedy Drama Romance,Dream a Little Dream (1989) Comedy Drama Romance,0.4033,positive
4585,"Dream Team, The (1989)",Comedy,Comedy,"Dream Team, The (1989) Comedy",0.25,positive
4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi,Comedy Musical Sci-Fi,Earth Girls Are Easy (1988) Comedy Musical Sci-Fi,0.4404,positive
4589,Eddie and the Cruisers (1983),Drama|Musical|Mystery,Drama Musical Mystery,Eddie and the Cruisers (1983) Drama Musical Mystery,0.0,neutral
4591,Erik the Viking (1989),Adventure|Comedy|Fantasy,Adventure Comedy Fantasy,Erik the Viking (1989) Adventure Comedy Fantasy,0.0,neutral
4593,Family Business (1989),Comedy,Comedy,Family Business (1989) Comedy,0.0,neutral
4594,Farewell to the King (1989),Action|War,Action War,Farewell to the King (1989) Action War,0.0,neutral
4595,Fat Man and Little Boy (1989),Drama,Drama,Fat Man and Little Boy (1989) Drama,0.0,neutral
4597,Gleaming the Cube (1989),Action|Drama|Mystery,Action Drama Mystery,Gleaming the Cube (1989) Action Drama Mystery,0.0,neutral
4599,Great Balls of Fire! (1989),Drama,Drama,Great Balls of Fire! (1989) Drama,0.4574,positive
4600,Gross Anatomy (a.k.a. A Cut Above) (1989),Comedy|Drama,Comedy Drama,Gross Anatomy (a.k.a. A Cut Above) (1989) Comedy Drama,-0.6369,negative
4602,Harlem Nights (1989),Comedy|Crime|Romance,Comedy Crime Romance,Harlem Nights (1989) Comedy Crime Romance,0.0,neutral
4603,Her Alibi (1989),Comedy|Romance,Comedy Romance,Her Alibi (1989) Comedy Romance,0.0,neutral
4605,How to Get Ahead in Advertising (1989),Comedy|Fantasy,Comedy Fantasy,How to Get Ahead in Advertising (1989) Comedy Fantasy,0.0,neutral
4608,"Innocent Man, An (1989)",Crime|Drama,Crime Drama,"Innocent Man, An (1989) Crime Drama",0.34,positive
4610,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller,Comedy Crime Mystery Thriller,"January Man, The (1989) Comedy Crime Mystery Thriller",0.0,neutral
4611,Johnny Handsome (1989),Crime|Drama,Crime Drama,Johnny Handsome (1989) Crime Drama,0.4939,positive
4612,Jesus of Montreal (Jésus de Montréal) (1989),Drama,Drama,Jesus of Montreal (Jésus de Montréal) (1989) Drama,0.0,neutral
4613,K-9 (1989),Action|Comedy|Crime,Action Comedy Crime,K-9 (1989) Action Comedy Crime,0.0,neutral
4614,Kickboxer (1989),Action,Action,Kickboxer (1989) Action,0.0,neutral
4615,Last Exit to Brooklyn (1989),Drama,Drama,Last Exit to Brooklyn (1989) Drama,0.0,neutral
4616,Lean on Me (1989),Drama,Drama,Lean on Me (1989) Drama,0.0,neutral
4617,Let It Ride (1989),Comedy,Comedy,Let It Ride (1989) Comedy,0.0,neutral
4619,Little Monsters (1989),Comedy,Comedy,Little Monsters (1989) Comedy,0.0,neutral
4621,Look Who's Talking (1989),Comedy|Romance,Comedy Romance,Look Who's Talking (1989) Comedy Romance,0.0,neutral
4622,Loverboy (1989),Comedy,Comedy,Loverboy (1989) Comedy,0.0,neutral
4623,Major League (1989),Comedy,Comedy,Major League (1989) Comedy,0.0,neutral
4624,Meet the Feebles (1989),Animation|Comedy|Musical,Animation Comedy Musical,Meet the Feebles (1989) Animation Comedy Musical,0.0,neutral
4625,Millennium (1989),Drama|Sci-Fi|Thriller,Drama Sci-Fi Thriller,Millennium (1989) Drama Sci-Fi Thriller,0.0,neutral
4626,Miracle Mile (1989),Drama|Romance|Sci-Fi,Drama Romance Sci-Fi,Miracle Mile (1989) Drama Romance Sci-Fi,0.5859,positive
4628,New York Stories (1989),Comedy|Drama,Comedy Drama,New York Stories (1989) Comedy Drama,0.0,neutral
4629,Next of Kin (1989),Action|Crime|Thriller,Action Crime Thriller,Next of Kin (1989) Action Crime Thriller,0.0,neutral
4630,No Holds Barred (1989),Action,Action,No Holds Barred (1989) Action,-0.296,negative
4632,"Package, The (1989)",Action|Thriller,Action Thriller,"Package, The (1989) Action Thriller",0.0,neutral
4634,Penn & Teller Get Killed (1989),Adventure|Comedy,Adventure Comedy,Penn & Teller Get Killed (1989) Adventure Comedy,-0.6705,negative
4635,Pink Cadillac (1989),Action|Comedy|Drama,Action Comedy Drama,Pink Cadillac (1989) Action Comedy Drama,0.0,neutral
4636,"Punisher, The (1989)",Action,Action,"Punisher, The (1989) Action",-0.4404,negative
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,Action Adventure Sci-Fi Thriller,Jurassic Park III (2001) Action Adventure Sci-Fi Thriller,0.0,neutral
4639,America's Sweethearts (2001),Comedy|Romance,Comedy Romance,America's Sweethearts (2001) Comedy Romance,0.5859,positive
4640,Brother (2000),Action|Crime|Thriller,Action Crime Thriller,Brother (2000) Action Crime Thriller,0.0,neutral
4641,Ghost World (2001),Comedy|Drama,Comedy Drama,Ghost World (2001) Comedy Drama,-0.3182,negative
4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical,Comedy Drama Musical,Hedwig and the Angry Inch (2000) Comedy Drama Musical,-0.5106,negative
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,Action Adventure Drama Sci-Fi,Planet of the Apes (2001) Action Adventure Drama Sci-Fi,0.0,neutral
4644,Bread and Tulips (Pane e tulipani) (2000),Comedy|Drama|Romance,Comedy Drama Romance,Bread and Tulips (Pane e tulipani) (2000) Comedy Drama Romance,0.0,neutral
4645,Cure (1997),Crime|Horror|Thriller,Crime Horror Thriller,Cure (1997) Crime Horror Thriller,0.0,neutral
4646,Greenfingers (2000),Comedy|Drama,Comedy Drama,Greenfingers (2000) Comedy Drama,0.0,neutral
4649,Wet Hot American Summer (2001),Comedy,Comedy,Wet Hot American Summer (2001) Comedy,0.0,neutral
4653,"Return of the Musketeers, The (1989)",Adventure|Comedy,Adventure Comedy,"Return of the Musketeers, The (1989) Adventure Comedy",0.0,neutral
4654,Road House (1989),Action|Drama,Action Drama,Road House (1989) Action Drama,0.0,neutral
4658,Santa Sangre (1989),Drama|Horror|Mystery|Thriller,Drama Horror Mystery Thriller,Santa Sangre (1989) Drama Horror Mystery Thriller,0.0,neutral
4660,Scenes from the Class Struggle in Beverly Hills (1989),Comedy,Comedy,Scenes from the Class Struggle in Beverly Hills (1989) Comedy,-0.3182,negative
4661,Sea of Love (1989),Crime|Drama|Thriller,Crime Drama Thriller,Sea of Love (1989) Crime Drama Thriller,0.6369,positive
4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime,Comedy Crime,"See No Evil, Hear No Evil (1989) Comedy Crime",0.7925,positive
4663,She's Out of Control (1989),Comedy,Comedy,She's Out of Control (1989) Comedy,0.0,neutral
4666,Skin Deep (1989),Comedy,Comedy,Skin Deep (1989) Comedy,0.0,neutral
4670,"Stepfather, The (1987)",Horror|Thriller,Horror Thriller,"Stepfather, The (1987) Horror Thriller",0.0,neutral
4671,Sweetie (1989),Drama,Drama,Sweetie (1989) Drama,0.4939,positive
4672,"Tall Guy, The (1989)",Comedy|Romance,Comedy Romance,"Tall Guy, The (1989) Comedy Romance",0.0,neutral
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller,Action Comedy Crime Thriller,Tango & Cash (1989) Action Comedy Crime Thriller,0.0,neutral
4675,Three Fugitives (1989),Action|Comedy,Action Comedy,Three Fugitives (1989) Action Comedy,0.0,neutral
4676,Troop Beverly Hills (1989),Comedy,Comedy,Troop Beverly Hills (1989) Comedy,0.0,neutral
4677,Turner & Hooch (1989),Comedy|Crime,Comedy Crime,Turner & Hooch (1989) Comedy Crime,0.0,neutral
4678,UHF (1989),Comedy,Comedy,UHF (1989) Comedy,0.0,neutral
4679,Uncle Buck (1989),Comedy,Comedy,Uncle Buck (1989) Comedy,0.0,neutral
4681,"War of the Roses, The (1989)",Comedy|Drama,Comedy Drama,"War of the Roses, The (1989) Comedy Drama",-0.5994,negative
